<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;5;20200605;174500;203.1000000;203.4000000;203.0600000;203.3900000;438530
GAZP;5;20200605;175000;203.4000000;203.8400000;203.3300000;203.5600000;909530
GAZP;5;20200605;175500;203.5900000;203.8000000;203.2300000;203.4500000;265580
GAZP;5;20200605;180000;203.4800000;203.6400000;203.3400000;203.6400000;288540
GAZP;5;20200605;180500;203.5800000;203.8400000;203.4500000;203.4500000;226110
GAZP;5;20200605;181000;203.4700000;203.8800000;203.4000000;203.8500000;296620
GAZP;5;20200605;181500;203.8500000;203.9500000;203.7600000;203.8800000;529880
GAZP;5;20200605;182000;203.8800000;204.1500000;203.8800000;204.0500000;770990
GAZP;5;20200605;182500;204.0500000;204.0900000;203.7100000;203.8600000;622960
GAZP;5;20200605;183000;203.8600000;203.8700000;203.3000000;203.4400000;653200
GAZP;5;20200605;183500;203.4400000;203.7300000;203.3900000;203.6300000;466160
GAZP;5;20200605;184500;203.0500000;203.0500000;203.0500000;203.0500000;1654460
GAZP;5;20200608;100000;204.9500000;204.9800000;204.0300000;204.4300000;1948480
GAZP;5;20200608;100500;204.4000000;204.5300000;204.0100000;204.4200000;460970
GAZP;5;20200608;101000;204.4200000;204.4600000;203.8000000;203.8800000;873540
GAZP;5;20200608;101500;203.8500000;203.9800000;203.5200000;203.9100000;669160
GAZP;5;20200608;102000;203.9300000;204.0700000;203.4800000;203.5000000;309240
GAZP;5;20200608;102500;203.4900000;203.5500000;202.9700000;203.3800000;527070
GAZP;5;20200608;103000;203.3900000;204.3000000;203.3900000;204.2800000;511070
GAZP;5;20200608;103500;204.2300000;204.9000000;204.2300000;204.7900000;778230
GAZP;5;20200608;104000;204.8000000;205.1500000;204.6600000;204.6800000;595960
GAZP;5;20200608;104500;204.6900000;204.8700000;204.2500000;204.3600000;341970
GAZP;5;20200608;105000;204.3500000;204.7000000;204.2500000;204.5100000;240870
GAZP;5;20200608;105500;204.5200000;205.0500000;204.4800000;205.0200000;343970
GAZP;5;20200608;110000;205.0500000;205.2300000;204.8600000;205.1700000;527070
GAZP;5;20200608;110500;205.1300000;205.3300000;205.0200000;205.2600000;633410
GAZP;5;20200608;111000;205.2600000;205.7400000;205.0500000;205.1300000;955980
GAZP;5;20200608;111500;205.1200000;205.2400000;204.8900000;204.9400000;338710
GAZP;5;20200608;112000;204.8900000;205.0500000;204.7400000;204.7800000;495140
GAZP;5;20200608;112500;204.7500000;205.0000000;204.3000000;204.6600000;524280
GAZP;5;20200608;113000;204.6200000;205.1900000;204.5700000;205.0600000;320920
GAZP;5;20200608;113500;205.0600000;205.2500000;205.0000000;205.1000000;512210
GAZP;5;20200608;114000;205.1300000;205.2000000;205.0000000;205.0300000;153550
GAZP;5;20200608;114500;205.0500000;205.4800000;205.0000000;205.3300000;245400
GAZP;5;20200608;115000;205.3900000;205.7100000;205.3000000;205.6300000;415540
GAZP;5;20200608;115500;205.6300000;206.2000000;205.5800000;206.0900000;762360
GAZP;5;20200608;120000;206.0900000;206.1000000;205.6200000;205.8100000;536240
GAZP;5;20200608;120500;205.7700000;206.0900000;205.7000000;205.8900000;216420
GAZP;5;20200608;121000;205.8500000;206.1500000;205.7800000;205.9900000;405450
GAZP;5;20200608;121500;205.9400000;206.0000000;205.6000000;205.6800000;410040
GAZP;5;20200608;122000;205.6700000;205.6700000;205.2800000;205.4600000;418170
GAZP;5;20200608;122500;205.4500000;205.6900000;205.4500000;205.5900000;189200
GAZP;5;20200608;123000;205.5800000;206.0000000;205.5000000;205.8700000;241330
GAZP;5;20200608;123500;205.9000000;206.0300000;205.7100000;205.7800000;563560
GAZP;5;20200608;124000;205.7800000;205.9400000;205.6400000;205.7200000;120510
GAZP;5;20200608;124500;205.7100000;205.8900000;205.6800000;205.8000000;86630
GAZP;5;20200608;125000;205.8200000;205.8900000;205.6000000;205.7600000;145300
GAZP;5;20200608;125500;205.7900000;205.9400000;205.6900000;205.7000000;228230
GAZP;5;20200608;130000;205.7000000;205.9200000;205.6600000;205.8100000;146460
GAZP;5;20200608;130500;205.7900000;206.1000000;205.6900000;206.0500000;292890
GAZP;5;20200608;131000;206.0500000;206.1300000;205.8000000;205.8300000;137550
GAZP;5;20200608;131500;205.8400000;205.8600000;205.7200000;205.8500000;88130
GAZP;5;20200608;132000;205.8500000;205.9000000;205.6400000;205.9000000;125320
GAZP;5;20200608;132500;205.9000000;206.0500000;205.7800000;205.8800000;204080
GAZP;5;20200608;133000;205.8800000;206.0900000;205.7900000;205.8100000;345990
GAZP;5;20200608;133500;205.8100000;205.8200000;205.6400000;205.7500000;86810
GAZP;5;20200608;134000;205.7100000;205.7500000;205.4500000;205.7000000;236720
GAZP;5;20200608;134500;205.7300000;205.9200000;205.6800000;205.8300000;78240
GAZP;5;20200608;135000;205.8300000;205.8700000;205.5100000;205.7200000;73670
GAZP;5;20200608;135500;205.7100000;205.8900000;205.6000000;205.8300000;201010
GAZP;5;20200608;140000;205.8300000;205.9600000;205.7100000;205.9000000;108920
GAZP;5;20200608;140500;205.8500000;205.9800000;205.6800000;205.7600000;243860
GAZP;5;20200608;141000;205.7900000;205.8000000;205.3100000;205.3500000;483260
GAZP;5;20200608;141500;205.3200000;205.5900000;205.3200000;205.5400000;242330
GAZP;5;20200608;142000;205.5600000;205.6000000;205.0700000;205.1500000;441460
GAZP;5;20200608;142500;205.1700000;205.2800000;205.0300000;205.1000000;267280
GAZP;5;20200608;143000;205.0900000;205.2700000;205.0200000;205.2200000;228270
GAZP;5;20200608;143500;205.2600000;205.6200000;205.2300000;205.5700000;365990
GAZP;5;20200608;144000;205.5500000;205.6000000;205.3000000;205.5000000;151940
GAZP;5;20200608;144500;205.5200000;205.6800000;205.4700000;205.5200000;192490
GAZP;5;20200608;145000;205.4800000;205.8800000;205.3700000;205.8100000;224850
GAZP;5;20200608;145500;205.7800000;205.9900000;205.6800000;205.8900000;660550
GAZP;5;20200608;150000;205.9000000;206.5000000;205.7400000;205.8800000;1670300
GAZP;5;20200608;150500;205.8800000;205.9100000;205.5500000;205.6800000;215770
GAZP;5;20200608;151000;205.6600000;205.8300000;205.3200000;205.7900000;265390
GAZP;5;20200608;151500;205.7900000;206.0600000;205.6700000;205.9900000;493850
GAZP;5;20200608;152000;206.0100000;206.4600000;205.8400000;206.0900000;961890
GAZP;5;20200608;152500;206.1000000;206.2400000;205.9200000;206.2000000;189630
GAZP;5;20200608;153000;206.1400000;206.1900000;206.0000000;206.0600000;113790
GAZP;5;20200608;153500;206.0500000;206.1000000;205.6400000;205.7300000;351240
GAZP;5;20200608;154000;205.7400000;205.9700000;205.7200000;205.8700000;137040
GAZP;5;20200608;154500;205.8700000;206.1100000;205.8700000;206.0500000;174000
GAZP;5;20200608;155000;206.0400000;206.0500000;205.4000000;205.4200000;613870
GAZP;5;20200608;155500;205.4200000;205.5200000;205.1200000;205.2500000;696300
GAZP;5;20200608;160000;205.2500000;205.6400000;205.1600000;205.4200000;301600
GAZP;5;20200608;160500;205.4200000;205.5400000;205.3000000;205.3900000;112860
GAZP;5;20200608;161000;205.4000000;205.8000000;205.3700000;205.6500000;261240
GAZP;5;20200608;161500;205.7100000;205.7400000;205.4400000;205.5300000;105110
GAZP;5;20200608;162000;205.5300000;205.7500000;205.4000000;205.5700000;292080
GAZP;5;20200608;162500;205.6000000;205.7000000;205.3500000;205.4500000;188990
GAZP;5;20200608;163000;205.5000000;205.9500000;205.4700000;205.6200000;226500
GAZP;5;20200608;163500;205.6600000;205.8400000;205.5100000;205.6800000;112230
GAZP;5;20200608;164000;205.6800000;205.7100000;205.5100000;205.6500000;87630
GAZP;5;20200608;164500;205.7100000;205.7800000;205.3000000;205.3000000;175410
GAZP;5;20200608;165000;205.3200000;205.4300000;205.1700000;205.4000000;283720
GAZP;5;20200608;165500;205.4100000;205.4900000;205.2500000;205.4900000;130200
GAZP;5;20200608;170000;205.4900000;205.4900000;204.6100000;204.6100000;570680
GAZP;5;20200608;170500;204.6200000;204.8000000;204.5500000;204.6400000;370140
GAZP;5;20200608;171000;204.6400000;204.6400000;204.0500000;204.0600000;477530
GAZP;5;20200608;171500;204.1100000;204.1500000;203.6000000;203.9800000;1069640
GAZP;5;20200608;172000;203.9700000;204.4700000;203.9300000;204.3300000;291390
GAZP;5;20200608;172500;204.3600000;204.4500000;204.0000000;204.4000000;426080
GAZP;5;20200608;173000;204.4300000;204.5300000;204.0300000;204.0700000;437710
GAZP;5;20200608;173500;204.0600000;204.1400000;203.7000000;203.9500000;352300
GAZP;5;20200608;174000;203.9700000;204.5400000;203.6600000;204.4300000;382450
GAZP;5;20200608;174500;204.4600000;204.7200000;204.4200000;204.7100000;170310
GAZP;5;20200608;175000;204.6700000;204.7500000;204.3900000;204.4200000;139090
GAZP;5;20200608;175500;204.3800000;204.4900000;204.1400000;204.4800000;139250
GAZP;5;20200608;180000;204.4900000;204.8300000;204.4200000;204.7800000;301660
GAZP;5;20200608;180500;204.7900000;204.8100000;204.3000000;204.3500000;150980
GAZP;5;20200608;181000;204.3500000;204.6800000;204.3500000;204.4200000;117710
GAZP;5;20200608;181500;204.4400000;204.5900000;204.3000000;204.5500000;201550
GAZP;5;20200608;182000;204.4800000;204.7300000;204.4000000;204.4500000;385850
GAZP;5;20200608;182500;204.4500000;204.7300000;204.3700000;204.5500000;615330
GAZP;5;20200608;183000;204.6000000;204.7100000;204.4000000;204.6300000;358880
GAZP;5;20200608;183500;204.6800000;204.9400000;204.3500000;204.5900000;936270
GAZP;5;20200608;184500;204.9100000;204.9100000;204.9100000;204.9100000;1346920
GAZP;5;20200609;100000;205.4100000;206.1000000;205.2500000;205.6300000;829610
GAZP;5;20200609;100500;205.6300000;205.7100000;205.2200000;205.4600000;447830
GAZP;5;20200609;101000;205.4500000;205.6300000;205.1200000;205.1500000;221310
GAZP;5;20200609;101500;205.1400000;205.4800000;204.8500000;205.2000000;646450
GAZP;5;20200609;102000;205.1800000;205.7000000;205.1400000;205.5000000;394450
GAZP;5;20200609;102500;205.5000000;205.5600000;204.8000000;205.0000000;467650
GAZP;5;20200609;103000;205.0200000;205.0500000;204.6200000;204.8600000;347170
GAZP;5;20200609;103500;204.8600000;205.2600000;204.3000000;204.3000000;501960
GAZP;5;20200609;104000;204.3000000;204.4500000;203.6300000;203.9800000;556660
GAZP;5;20200609;104500;203.9000000;204.0000000;202.7000000;203.2200000;1764580
GAZP;5;20200609;105000;203.1900000;203.6400000;203.1000000;203.5700000;352150
GAZP;5;20200609;105500;203.5700000;203.7900000;203.2500000;203.2900000;292450
GAZP;5;20200609;110000;203.2700000;203.9000000;203.2500000;203.8800000;326890
GAZP;5;20200609;110500;203.8500000;203.9200000;203.5500000;203.6800000;319130
GAZP;5;20200609;111000;203.6300000;203.9200000;203.5800000;203.5800000;182760
GAZP;5;20200609;111500;203.5800000;203.6500000;202.9000000;203.0600000;671710
GAZP;5;20200609;112000;203.0600000;203.4900000;202.7600000;203.3900000;402600
GAZP;5;20200609;112500;203.3700000;203.5600000;203.2000000;203.4700000;150720
GAZP;5;20200609;113000;203.4300000;203.6500000;202.8000000;202.8900000;484860
GAZP;5;20200609;113500;202.8900000;203.2800000;202.5100000;202.5100000;670130
GAZP;5;20200609;114000;202.5200000;202.6400000;201.9100000;201.9900000;1741520
GAZP;5;20200609;114500;201.9200000;202.5600000;201.5700000;202.5200000;622590
GAZP;5;20200609;115000;202.4400000;202.7800000;201.6200000;202.0100000;830700
GAZP;5;20200609;115500;202.0100000;202.2000000;201.6700000;201.8200000;430560
GAZP;5;20200609;120000;201.8200000;202.4000000;201.8200000;202.3600000;216510
GAZP;5;20200609;120500;202.3400000;202.6400000;202.0000000;202.4500000;249370
GAZP;5;20200609;121000;202.4400000;202.6000000;202.0700000;202.1600000;233890
GAZP;5;20200609;121500;202.1600000;202.7800000;202.1300000;202.7100000;161500
GAZP;5;20200609;122000;202.7100000;202.9000000;202.6500000;202.7000000;189180
GAZP;5;20200609;122500;202.6600000;203.0000000;202.5500000;202.6700000;360150
GAZP;5;20200609;123000;202.6700000;202.7000000;202.2700000;202.2900000;198620
GAZP;5;20200609;123500;202.2900000;202.3300000;201.9000000;202.0200000;389050
GAZP;5;20200609;124000;202.0200000;202.4000000;202.0200000;202.3900000;310690
GAZP;5;20200609;124500;202.4000000;202.4800000;201.9000000;202.0100000;432650
GAZP;5;20200609;125000;202.0200000;202.2000000;201.9500000;201.9700000;462800
GAZP;5;20200609;125500;201.9900000;202.0400000;201.7500000;201.8800000;400580
GAZP;5;20200609;130000;201.9200000;202.2000000;201.8400000;202.0300000;336420
GAZP;5;20200609;130500;202.0100000;202.5400000;201.9300000;202.4800000;283770
GAZP;5;20200609;131000;202.4800000;202.4800000;202.1800000;202.2400000;258240
GAZP;5;20200609;131500;202.2100000;202.4800000;202.1800000;202.3900000;217160
GAZP;5;20200609;132000;202.4000000;202.7400000;202.3700000;202.4400000;170200
GAZP;5;20200609;132500;202.4500000;202.5400000;202.3000000;202.3800000;123920
GAZP;5;20200609;133000;202.4800000;202.6900000;202.3800000;202.6900000;107340
GAZP;5;20200609;133500;202.6900000;202.7800000;202.5100000;202.5300000;208580
GAZP;5;20200609;134000;202.5500000;202.5500000;202.4500000;202.4700000;65620
GAZP;5;20200609;134500;202.4700000;202.5000000;202.2000000;202.4200000;145140
GAZP;5;20200609;135000;202.2300000;202.4100000;202.2000000;202.3100000;39180
GAZP;5;20200609;135500;202.3800000;202.5700000;202.3600000;202.4300000;74520
GAZP;5;20200609;140000;202.4600000;202.5800000;202.4200000;202.5400000;125960
GAZP;5;20200609;140500;202.5000000;203.0000000;202.4600000;202.9600000;622750
GAZP;5;20200609;141000;202.9600000;203.0700000;202.8500000;202.9400000;287790
GAZP;5;20200609;141500;202.9400000;203.0400000;202.6900000;203.0100000;372450
GAZP;5;20200609;142000;203.0300000;203.3800000;203.0100000;203.2700000;360750
GAZP;5;20200609;142500;203.2300000;203.2500000;202.8800000;203.0000000;230330
GAZP;5;20200609;143000;203.0000000;203.2500000;202.9900000;203.1800000;80680
GAZP;5;20200609;143500;203.1800000;203.4800000;203.1400000;203.3800000;258560
GAZP;5;20200609;144000;203.3600000;203.4700000;203.2800000;203.3200000;258770
GAZP;5;20200609;144500;203.3000000;203.6600000;203.1800000;203.4500000;458760
GAZP;5;20200609;145000;203.4500000;203.4500000;202.8900000;203.3000000;297350
GAZP;5;20200609;145500;203.2900000;203.4200000;203.0400000;203.0400000;152590
GAZP;5;20200609;150000;203.0200000;203.1000000;202.7900000;202.9600000;383670
GAZP;5;20200609;150500;203.0000000;203.0800000;202.5800000;202.5800000;201400
GAZP;5;20200609;151000;202.5800000;202.9400000;202.5700000;202.7500000;114660
GAZP;5;20200609;151500;202.7200000;202.8700000;202.5000000;202.5800000;131320
GAZP;5;20200609;152000;202.5800000;202.8100000;202.5800000;202.7100000;61680
GAZP;5;20200609;152500;202.7200000;203.1400000;202.7200000;203.1000000;253220
GAZP;5;20200609;153000;203.1000000;203.1100000;202.8600000;203.0000000;288550
GAZP;5;20200609;153500;203.0000000;203.1400000;202.8200000;202.8300000;189260
GAZP;5;20200609;154000;202.8600000;202.8700000;202.7100000;202.7900000;75450
GAZP;5;20200609;154500;202.7900000;202.7900000;202.3100000;202.5400000;282680
GAZP;5;20200609;155000;202.5000000;202.6400000;202.4900000;202.5500000;70420
GAZP;5;20200609;155500;202.5700000;202.6800000;202.5000000;202.6100000;77210
GAZP;5;20200609;160000;202.5800000;202.9600000;202.5800000;202.9100000;82000
GAZP;5;20200609;160500;202.8800000;203.0700000;202.8300000;202.9000000;99810
GAZP;5;20200609;161000;202.9200000;203.0500000;202.6800000;202.8700000;51870
GAZP;5;20200609;161500;202.8600000;202.9800000;202.7500000;202.9500000;174480
GAZP;5;20200609;162000;202.9800000;203.0000000;202.6800000;202.6800000;258340
GAZP;5;20200609;162500;202.7000000;203.1300000;202.6800000;203.0500000;206760
GAZP;5;20200609;163000;203.0500000;203.0800000;202.5000000;202.9100000;516580
GAZP;5;20200609;163500;202.9000000;203.3100000;202.8000000;202.8400000;262640
GAZP;5;20200609;164000;202.8600000;203.4500000;202.7000000;203.3600000;347460
GAZP;5;20200609;164500;203.4000000;203.5000000;203.0900000;203.3300000;94520
GAZP;5;20200609;165000;203.3000000;203.6000000;203.1900000;203.4400000;170680
GAZP;5;20200609;165500;203.4300000;203.5700000;203.3500000;203.4200000;164770
GAZP;5;20200609;170000;203.4300000;203.4900000;203.1400000;203.2200000;285800
GAZP;5;20200609;170500;203.2200000;203.4500000;203.0800000;203.2000000;252610
GAZP;5;20200609;171000;203.1800000;203.3200000;203.0500000;203.1200000;142680
GAZP;5;20200609;171500;203.0900000;203.2200000;202.8200000;203.0500000;183160
GAZP;5;20200609;172000;203.0800000;203.5100000;203.0700000;203.5000000;104050
GAZP;5;20200609;172500;203.5100000;203.7500000;203.4000000;203.5900000;451680
GAZP;5;20200609;173000;203.5900000;203.9500000;203.5900000;203.8200000;315050
GAZP;5;20200609;173500;203.8500000;204.0900000;203.6300000;203.7100000;336920
GAZP;5;20200609;174000;203.7100000;204.0700000;203.7100000;203.8600000;359280
GAZP;5;20200609;174500;203.8800000;204.5900000;203.8800000;204.4700000;351020
GAZP;5;20200609;175000;204.4800000;204.7300000;204.3900000;204.5600000;400050
GAZP;5;20200609;175500;204.5200000;204.6600000;204.2800000;204.2800000;193390
GAZP;5;20200609;180000;204.2800000;204.3000000;203.9200000;204.2400000;184980
GAZP;5;20200609;180500;204.2900000;204.3700000;203.9800000;204.0000000;163230
GAZP;5;20200609;181000;204.0500000;204.1300000;203.6000000;203.6800000;297370
GAZP;5;20200609;181500;203.6500000;203.7200000;203.3200000;203.5500000;301720
GAZP;5;20200609;182000;203.5500000;203.7800000;203.4200000;203.5600000;264900
GAZP;5;20200609;182500;203.5600000;203.7000000;203.4000000;203.6600000;178720
GAZP;5;20200609;183000;203.6600000;203.9800000;203.6600000;203.8600000;286400
GAZP;5;20200609;183500;203.8500000;204.1800000;203.8100000;204.1300000;401830
GAZP;5;20200609;184500;204.8400000;204.8400000;204.8400000;204.8400000;2548500
GAZP;5;20200610;100000;204.8800000;204.8800000;204.2100000;204.7300000;777930
GAZP;5;20200610;100500;204.7300000;205.2700000;204.5500000;204.6800000;776360
GAZP;5;20200610;101000;204.6000000;204.6900000;204.0600000;204.1300000;588410
GAZP;5;20200610;101500;204.1000000;204.2800000;203.9000000;204.0700000;352940
GAZP;5;20200610;102000;204.0800000;204.2000000;203.5600000;203.6300000;756520
GAZP;5;20200610;102500;203.6200000;204.1400000;203.5900000;203.9700000;606070
GAZP;5;20200610;103000;203.9800000;204.0500000;202.8700000;203.0100000;1434570
GAZP;5;20200610;103500;203.0300000;203.3600000;202.9300000;203.3300000;531490
GAZP;5;20200610;104000;203.3000000;203.4200000;202.8700000;203.1500000;1331470
GAZP;5;20200610;104500;203.1300000;203.1700000;202.7800000;203.1700000;724510
GAZP;5;20200610;105000;203.1400000;203.3800000;202.8800000;202.9700000;370700
GAZP;5;20200610;105500;202.9900000;203.4000000;202.9200000;203.3900000;282970
GAZP;5;20200610;110000;203.4000000;203.4200000;202.8300000;202.9100000;357010
GAZP;5;20200610;110500;202.8600000;202.9300000;202.3300000;202.6600000;1031400
GAZP;5;20200610;111000;202.6400000;203.1000000;202.5500000;203.0600000;249880
GAZP;5;20200610;111500;203.0600000;203.2000000;202.8700000;202.8800000;318510
GAZP;5;20200610;112000;202.9200000;202.9200000;202.5200000;202.7300000;231150
GAZP;5;20200610;112500;202.7400000;202.8500000;202.6500000;202.7800000;116670
GAZP;5;20200610;113000;202.7800000;203.0700000;202.5100000;203.0700000;376650
GAZP;5;20200610;113500;203.0700000;203.3400000;202.8800000;203.1200000;253840
GAZP;5;20200610;114000;203.1000000;203.2900000;202.9700000;203.1400000;161430
GAZP;5;20200610;114500;203.1900000;203.2500000;203.0100000;203.1900000;151340
GAZP;5;20200610;115000;203.1900000;203.2500000;203.0000000;203.0600000;164470
GAZP;5;20200610;115500;203.0100000;203.0600000;202.5100000;202.6500000;407050
GAZP;5;20200610;120000;202.6200000;202.6200000;202.2700000;202.3400000;685150
GAZP;5;20200610;120500;202.2900000;202.5600000;202.2500000;202.3000000;643750
GAZP;5;20200610;121000;202.3700000;202.4900000;202.2200000;202.3400000;245750
GAZP;5;20200610;121500;202.3100000;202.3400000;202.1300000;202.1500000;279130
GAZP;5;20200610;122000;202.1500000;202.6000000;202.1200000;202.6000000;180640
GAZP;5;20200610;122500;202.5500000;202.6000000;202.3000000;202.5400000;234220
GAZP;5;20200610;123000;202.5400000;202.7300000;202.4300000;202.6800000;170520
GAZP;5;20200610;123500;202.6900000;202.8000000;202.4600000;202.5700000;137770
GAZP;5;20200610;124000;202.5500000;203.4900000;202.3000000;202.9900000;587790
GAZP;5;20200610;124500;202.9900000;203.0400000;202.7200000;202.9100000;224220
GAZP;5;20200610;125000;202.9100000;203.0600000;202.8100000;203.0400000;181490
GAZP;5;20200610;125500;203.0400000;203.0400000;202.6700000;202.8100000;123500
GAZP;5;20200610;130000;202.7700000;202.8500000;202.5500000;202.5500000;148140
GAZP;5;20200610;130500;202.6000000;202.6300000;202.3200000;202.3600000;224480
GAZP;5;20200610;131000;202.3500000;202.5600000;202.3000000;202.3400000;165010
GAZP;5;20200610;131500;202.3400000;202.9000000;202.2200000;202.6000000;341650
GAZP;5;20200610;132000;202.5500000;202.8600000;202.5100000;202.5800000;168550
GAZP;5;20200610;132500;202.6500000;202.6900000;202.4200000;202.5800000;126530
GAZP;5;20200610;133000;202.5900000;202.8900000;202.5000000;202.8900000;71640
GAZP;5;20200610;133500;202.8800000;202.9800000;202.7200000;202.9500000;93990
GAZP;5;20200610;134000;202.9500000;203.1400000;202.8300000;203.1200000;246840
GAZP;5;20200610;134500;203.1200000;203.2400000;202.8700000;202.9900000;112410
GAZP;5;20200610;135000;202.9900000;203.1500000;202.9900000;203.0800000;119550
GAZP;5;20200610;135500;203.0700000;203.2000000;202.7900000;202.8600000;71350
GAZP;5;20200610;140000;202.8300000;202.9200000;202.8000000;202.8800000;58140
GAZP;5;20200610;140500;202.9000000;203.1400000;202.8900000;203.0400000;116900
GAZP;5;20200610;141000;203.0300000;203.0700000;202.9500000;202.9600000;80340
GAZP;5;20200610;141500;202.9200000;203.0800000;202.7700000;203.0600000;200570
GAZP;5;20200610;142000;203.0600000;203.6900000;202.9200000;203.5900000;397760
GAZP;5;20200610;142500;203.6000000;203.7000000;203.3100000;203.5000000;180020
GAZP;5;20200610;143000;203.5000000;203.7700000;203.4000000;203.6300000;200510
GAZP;5;20200610;143500;203.6000000;203.8800000;203.6000000;203.8500000;218530
GAZP;5;20200610;144000;203.8400000;203.9500000;203.5800000;203.6800000;175250
GAZP;5;20200610;144500;203.6900000;204.1300000;203.6600000;204.0500000;436920
GAZP;5;20200610;145000;204.0500000;204.1500000;203.7300000;203.8000000;256270
GAZP;5;20200610;145500;203.8300000;204.2200000;203.8100000;203.8800000;287570
GAZP;5;20200610;150000;203.9000000;203.9000000;203.6300000;203.7200000;188610
GAZP;5;20200610;150500;203.7400000;203.7800000;203.3100000;203.3700000;294020
GAZP;5;20200610;151000;203.3600000;203.6400000;203.3600000;203.5400000;168740
GAZP;5;20200610;151500;203.5700000;203.6900000;203.5400000;203.5900000;217200
GAZP;5;20200610;152000;203.6200000;203.6300000;203.3500000;203.4200000;168860
GAZP;5;20200610;152500;203.4200000;203.5300000;203.3800000;203.4400000;106300
GAZP;5;20200610;153000;203.4400000;203.6700000;203.3500000;203.4800000;175100
GAZP;5;20200610;153500;203.4500000;203.5900000;203.3300000;203.4300000;138050
GAZP;5;20200610;154000;203.4300000;203.4400000;203.0500000;203.3500000;462530
GAZP;5;20200610;154500;203.3500000;203.5800000;203.2100000;203.5000000;110650
GAZP;5;20200610;155000;203.5000000;203.7900000;203.2900000;203.4000000;253360
GAZP;5;20200610;155500;203.4000000;203.5100000;203.2000000;203.2200000;147880
GAZP;5;20200610;160000;203.2100000;203.2800000;203.1000000;203.1400000;215560
GAZP;5;20200610;160500;203.1400000;203.2000000;202.7100000;202.7500000;794700
GAZP;5;20200610;161000;202.7500000;203.1600000;202.7400000;203.1000000;138360
GAZP;5;20200610;161500;203.0600000;203.0700000;202.8100000;202.8600000;179980
GAZP;5;20200610;162000;202.8700000;203.0500000;202.7400000;203.0400000;182710
GAZP;5;20200610;162500;203.0300000;203.1400000;202.8800000;203.0500000;220960
GAZP;5;20200610;163000;203.0500000;203.3700000;202.8300000;202.9500000;323620
GAZP;5;20200610;163500;202.9300000;202.9500000;202.4100000;202.4300000;577890
GAZP;5;20200610;164000;202.4100000;202.4100000;202.0100000;202.0100000;1051150
GAZP;5;20200610;164500;202.0200000;202.4200000;201.8100000;202.2300000;1448780
GAZP;5;20200610;165000;202.2500000;202.3300000;201.7600000;202.1100000;516660
GAZP;5;20200610;165500;202.0800000;202.1200000;201.7100000;201.9200000;601780
GAZP;5;20200610;170000;201.9800000;202.2200000;201.8200000;201.9700000;599470
GAZP;5;20200610;170500;201.9300000;202.1200000;201.8200000;202.0100000;273610
GAZP;5;20200610;171000;202.0100000;202.0100000;201.5000000;201.5400000;916750
GAZP;5;20200610;171500;201.5000000;201.5500000;201.2000000;201.2500000;825440
GAZP;5;20200610;172000;201.2400000;201.2400000;200.6400000;200.9800000;1251630
GAZP;5;20200610;172500;200.9800000;201.1000000;200.5300000;200.7000000;800220
GAZP;5;20200610;173000;200.6600000;201.2000000;200.5800000;201.1800000;698430
GAZP;5;20200610;173500;201.1800000;201.7800000;200.8200000;201.7200000;969450
GAZP;5;20200610;174000;201.7700000;201.8500000;201.1000000;201.1600000;580580
GAZP;5;20200610;174500;201.1900000;201.3300000;201.0500000;201.0700000;231090
GAZP;5;20200610;175000;201.0700000;201.1700000;200.6500000;200.6500000;587290
GAZP;5;20200610;175500;200.6800000;201.1200000;200.5300000;201.0000000;618430
GAZP;5;20200610;180000;201.0000000;201.3600000;200.7600000;201.2300000;391800
GAZP;5;20200610;180500;201.2400000;201.5500000;201.0300000;201.0800000;470080
GAZP;5;20200610;181000;201.0800000;201.2800000;201.0200000;201.2000000;341190
GAZP;5;20200610;181500;201.2000000;201.6900000;201.1700000;201.6500000;267150
GAZP;5;20200610;182000;201.6200000;201.8400000;201.4500000;201.6600000;408500
GAZP;5;20200610;182500;201.6600000;201.8100000;201.3200000;201.4600000;370130
GAZP;5;20200610;183000;201.4900000;201.8500000;201.3300000;201.7100000;442270
GAZP;5;20200610;183500;201.7000000;201.8500000;201.4400000;201.7500000;330890
GAZP;5;20200610;184500;201.7500000;201.7500000;201.7500000;201.7500000;906060
GAZP;5;20200611;100000;200.1900000;200.1900000;198.0000000;199.2300000;2125990
GAZP;5;20200611;100500;199.2500000;199.2900000;198.5000000;198.8100000;1117320
GAZP;5;20200611;101000;198.8000000;199.0200000;198.5000000;198.9900000;2183590
GAZP;5;20200611;101500;198.9800000;199.2200000;198.3100000;198.4200000;1680280
GAZP;5;20200611;102000;198.3700000;198.7200000;198.2500000;198.4000000;741490
GAZP;5;20200611;102500;198.4000000;198.8000000;198.4000000;198.6800000;494910
GAZP;5;20200611;103000;198.6800000;199.1400000;198.6000000;199.1300000;460390
GAZP;5;20200611;103500;199.1200000;199.3700000;199.0300000;199.1000000;436920
GAZP;5;20200611;104000;199.1000000;199.1300000;198.7100000;198.8800000;407920
GAZP;5;20200611;104500;198.9000000;199.2000000;198.8400000;199.0000000;374310
GAZP;5;20200611;105000;199.0100000;199.1700000;198.8800000;198.9100000;224550
GAZP;5;20200611;105500;198.9100000;199.0200000;198.7000000;198.7000000;185130
